,Education,EducationField,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
0,0.713302039753211,0.0,0.02380952380952378,0.0,0.0,0.025,0.1111111111111111,0.07246376811594203,1.0,0.6666666666666666,1.0,0.0,1.0000000000000002,0.05855713533438652,0.1428571428571428,0.5,0.0,0.40144220852369306,0.5033331593517784,0.5904439572147151,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1,0.5413797544115209,1.0,0.28571428571428564,0.0,0.0,0.1,0.7777777777777777,0.2463768115942029,0.0,0.0,1.0,0.25,0.40210230535229896,0.19626119010005266,0.0714285714285714,0.3333333333333333,0.0,0.21775672924316725,0.48809173281609064,0.5904439572147151,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2,0.5413797544115209,0.4,0.09523809523809518,0.0,0.0,0.1,0.0,0.8115942028985508,0.0,0.6666666666666666,0.0,0.0,0.36475167602318714,0.12459189046866773,0.0714285714285714,0.3333333333333333,0.0,0.21775672924316725,0.48809173281609064,0.5889862116934474,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3,0.5413797544115209,1.0,0.5714285714285714,0.07692307692307693,0.29411764705882354,0.55,0.1111111111111111,0.5507246376811594,0.0,0.6666666666666666,0.0,1.0,0.06377700721412419,0.9596103212216957,0.0,0.5,0.019633207257168106,0.21775672924316725,0.0,0.5889862116934474,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,0.4040253085499317,0.4,0.42857142857142855,0.0,0.4117647058823529,0.42500000000000004,0.3333333333333333,0.782608695652174,0.0,0.6666666666666666,1.0,0.25,1.0000000000000002,0.1839389152185361,0.2857142857142857,0.3333333333333333,0.019633207257168106,0.21775672924316725,0.0,0.6178495730133295,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5,0.713302039753211,0.2,0.3333333333333333,0.0,0.0,0.25,0.2222222222222222,0.6376811594202899,0.0,0.6666666666666666,0.0,0.5,0.06377700721412419,0.5389678778304371,0.9999999999999999,0.8333333333333333,0.019633207257168106,0.21775672924316725,0.0,0.5904439572147151,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6,0.713302039753211,0.2,0.5952380952380951,0.0,0.3529411764705882,0.525,0.7777777777777777,0.42028985507246375,0.0,0.6666666666666666,0.0,1.0,0.06377700721412419,0.9680358083201684,0.1428571428571428,0.3333333333333333,1.0000000000000002,0.40144220852369306,0.48809173281609064,0.5889862116934474,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7,1.0,0.2,0.7619047619047619,0.0,0.11764705882352941,0.5,0.1111111111111111,0.08695652173913043,0.0,0.6666666666666666,0.0,0.0,0.5756689883574183,0.11648235913638758,0.0,0.5,0.0,0.0,0.48809173281609064,0.6178495730133295,0.0,1.0,0.0,1.0,0.0,0.0,1.0
8,0.713302039753211,0.2,0.4761904761904761,0.0,0.47058823529411764,0.42500000000000004,0.7777777777777777,0.17391304347826086,0.0,0.0,0.0,0.25,0.36475167602318714,0.22748815165876776,0.0714285714285714,0.5,0.12855182464530945,1.0,0.0,0.5889862116934474,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,0.4040253085499317,0.4,0.5476190476190477,0.07692307692307693,0.058823529411764705,0.17500000000000002,0.2222222222222222,0.31884057971014496,0.0,0.6666666666666666,0.0,0.0,0.5756689883574183,0.0647182727751448,0.7142857142857143,0.3333333333333333,0.019633207257168106,0.21775672924316725,1.0,0.5889862116934474,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,0.713302039753211,0.4,0.21428571428571425,0.0,0.1764705882352941,0.2,0.0,0.08695652173913043,0.0,0.3333333333333333,0.0,0.0,0.36475167602318714,0.19826224328593997,0.5714285714285713,0.3333333333333333,0.0,0.40144220852369306,1.0,0.5889862116934474,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11,1.0,1.0,0.09523809523809518,0.07692307692307693,0.11764705882352941,0.1,0.5555555555555556,0.6376811594202899,1.0,0.3333333333333333,0.0,0.0,0.5756689883574183,0.15192206424433913,0.3571428571428571,0.5,0.019633207257168106,0.40144220852369306,0.48809173281609064,0.6178495730133295,0.0,1.0,0.0,0.0,1.0,1.0,0.0
12,0.4040253085499317,0.4,0.6666666666666665,0.0,0.1764705882352941,0.47500000000000003,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.25,0.11663391739159557,0.23975776724591893,0.2142857142857143,0.5,0.019633207257168106,0.21775672924316725,0.5033331593517784,0.5889862116934474,0.0,1.0,0.0,0.0,1.0,1.0,0.0
13,0.4040253085499317,0.2,0.4523809523809524,0.0,0.058823529411764705,0.4,0.4444444444444444,0.21739130434782608,0.0,0.6666666666666666,0.0,0.5,0.0,0.6664033701948394,0.1428571428571428,0.5,1.0000000000000002,0.21775672924316725,0.48809173281609064,0.9999999999999998,0.0,1.0,0.0,0.0,1.0,1.0,0.0
14,0.8342892142525222,0.4,0.5476190476190477,0.0,0.058823529411764705,0.525,0.3333333333333333,0.8985507246376812,0.0,0.6666666666666666,1.0,0.5,0.40210230535229896,0.31979989468141123,0.3571428571428571,0.3333333333333333,0.0,0.21775672924316725,0.48809173281609064,0.5889862116934474,0.0,1.0,0.0,0.0,1.0,0.0,1.0
15,1.0,0.2,0.07142857142857145,0.07692307692307693,0.11764705882352941,0.07500000000000001,0.1111111111111111,0.42028985507246375,0.0,0.6666666666666666,0.0,0.0,0.36475167602318714,0.11100579252238021,0.4999999999999999,0.3333333333333333,0.019633207257168106,0.21775672924316725,0.8785607229918139,0.6178495730133295,0.0,1.0,0.0,0.0,1.0,1.0,0.0
16,0.713302039753211,0.4,0.28571428571428564,0.0,0.0,0.275,0.2222222222222222,0.4057971014492754,0.0,1.0,0.0,0.25,0.11733902355963402,0.26761453396524487,0.6428571428571427,0.3333333333333333,0.019633207257168106,1.0,0.0,0.6178495730133295,1.0,0.0,0.0,0.0,1.0,1.0,0.0
17,0.4040253085499317,0.2,0.8809523809523809,0.07692307692307693,0.8235294117647058,0.9,0.8888888888888888,0.2608695652173913,0.0,1.0,0.0,1.0,0.0,0.9327540810953133,0.0,0.5,0.019633207257168106,0.0,0.5033331593517784,0.5889862116934474,0.0,1.0,0.0,0.0,1.0,1.0,0.0
18,0.5413797544115209,0.4,0.380952380952381,0.0,0.0,0.15000000000000002,0.1111111111111111,0.9130434782608696,0.0,0.6666666666666666,0.0,0.0,0.36475167602318714,0.13759873617693524,0.1428571428571428,0.5,0.12855182464530945,0.40144220852369306,0.0,0.5889862116934474,0.0,1.0,0.0,1.0,0.0,0.0,1.0
19,0.5413797544115209,0.4,0.19047619047619052,0.07692307692307693,0.0,0.025,0.1111111111111111,0.2318840579710145,0.0,0.6666666666666666,0.0,0.0,0.36475167602318714,0.1013164823591364,0.1428571428571428,0.5,0.12855182464530945,0.40144220852369306,0.48809173281609064,0.6178495730133295,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,1.0,0.2,0.16666666666666669,0.07692307692307693,0.23529411764705882,0.15000000000000002,0.1111111111111111,0.17391304347826086,0.0,0.6666666666666666,1.0,0.25,0.40210230535229896,0.2723012111637704,0.8571428571428571,0.8333333333333333,0.019633207257168106,0.21775672924316725,0.0,0.5904439572147151,1.0,0.0,0.0,0.0,1.0,1.0,0.0
21,0.5413797544115209,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.391304347826087,1.0,0.3333333333333333,1.0,0.0,1.0000000000000002,0.02948920484465508,0.0714285714285714,0.3333333333333333,0.12855182464530945,0.21775672924316725,0.0,0.6178495730133295,1.0,0.0,0.0,0.0,1.0,0.0,1.0
22,0.4040253085499317,0.4,0.9523809523809523,0.6923076923076923,0.058823529411764705,1.0,0.7777777777777777,0.4782608695652174,1.0,0.6666666666666666,0.0,1.0,0.0,0.960347551342812,0.0714285714285714,0.3333333333333333,0.0,0.21775672924316725,0.5033331593517784,0.5889862116934474,0.0,1.0,0.0,0.0,1.0,0.0,1.0
23,0.713302039753211,0.2,0.6190476190476188,0.23076923076923078,0.3529411764705882,0.5750000000000001,0.3333333333333333,0.10144927536231885,0.0,0.6666666666666666,1.0,0.75,0.40210230535229896,0.6482885729331227,0.4999999999999999,0.3333333333333333,0.0,0.0,0.0,0.6178495730133295,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24,0.5413797544115209,0.4,0.4761904761904761,0.0,0.0,0.47500000000000003,0.3333333333333333,0.2318840579710145,0.0,0.6666666666666666,0.0,0.5,0.0,0.5819905213270142,0.4285714285714285,0.3333333333333333,1.0000000000000002,0.40144220852369306,0.5033331593517784,0.6178495730133295,1.0,0.0,0.0,1.0,0.0,1.0,0.0
25,0.5413797544115209,1.0,0.23809523809523808,0.0,0.23529411764705882,0.25,0.1111111111111111,0.014492753623188406,1.0,1.0,0.0,0.5,0.11663391739159557,0.40616113744075827,0.0714285714285714,0.3333333333333333,0.12855182464530945,0.40144220852369306,1.0,0.9999999999999998,0.0,1.0,0.0,0.0,1.0,1.0,0.0
26,0.4040253085499317,0.4,0.8095238095238095,0.6923076923076923,0.11764705882352941,0.8500000000000001,0.0,0.855072463768116,0.0,0.6666666666666666,0.0,1.0,0.06377700721412419,1.0000000000000002,0.2142857142857143,0.8333333333333333,0.019633207257168106,0.40144220852369306,0.48809173281609064,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27,0.713302039753211,0.2,0.35714285714285715,0.0,0.0,0.2,0.5555555555555556,0.37681159420289856,1.0,0.6666666666666666,0.0,0.0,0.5756689883574183,0.07514481305950502,0.1428571428571428,0.3333333333333333,0.019633207257168106,0.21775672924316725,0.8785607229918139,0.6178495730133295,0.0,1.0,0.0,1.0,0.0,0.0,1.0
28,0.713302039753211,0.6000000000000001,0.7619047619047619,0.0,0.058823529411764705,0.4,0.4444444444444444,0.782608695652174,0.0,0.3333333333333333,1.0,0.5,0.40210230535229896,0.4317535545023697,0.0,0.5,0.019633207257168106,0.21775672924316725,0.0,0.5889862116934474,1.0,0.0,0.0,0.0,1.0,1.0,0.0
