,Education,EducationField,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Attrition_No,Attrition_Yes
0,0.31629956957106353,0.19751933631901109,0.02380952380952378,0.0,0.0,0.025,0.1111111111111111,0.4604576283072217,1.0,1.0,0.0,0.0,2121,0.1428571428571428,0.5,0.5648584910759062,1.0,0.26944421860126866,0.6742935221535387,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0.1509621816018374,0.0,0.28571428571428564,0.0,0.0,0.1,0.7777777777777777,0.7836779037865296,0.5830325850703968,1.0,0.25,0.2950144174386796,4736,0.0714285714285714,0.3333333333333333,0.5648584910759062,0.803760357147075,0.1337751672789711,0.6742935221535387,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2,0.1509621816018374,0.4433053257501043,0.09523809523809518,0.0,0.0,0.1,0.0,0.44541147603154263,1.0,0.0,0.0,0.04172154005711862,3375,0.0714285714285714,0.3333333333333333,0.5648584910759062,0.803760357147075,0.1337751672789711,0.6191294018155702,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3,0.1509621816018374,0.0,0.5714285714285714,0.07692307692307693,0.29411764705882354,0.55,0.1111111111111111,0.7648514146546916,1.0,0.0,1.0,1.0,19232,0.0,0.5,0.45837534663825963,0.803760357147075,0.6689086715226384,0.6191294018155702,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,0.49747669299571085,0.4433053257501043,0.42857142857142855,0.0,0.4117647058823529,0.42500000000000004,0.3333333333333333,0.26867529170843385,1.0,1.0,0.25,0.0,4502,0.2857142857142857,0.3333333333333333,0.45837534663825963,0.803760357147075,0.6689086715226384,0.43834508640934366,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
5,0.31629956957106353,0.47270148622689545,0.3333333333333333,0.0,0.0,0.25,0.2222222222222222,0.2866791434967402,1.0,0.0,0.5,1.0,11244,0.9999999999999999,0.8333333333333333,0.45837534663825963,0.803760357147075,0.6689086715226384,0.6742935221535387,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
6,0.31629956957106353,0.47270148622689545,0.5952380952380951,0.0,0.3529411764705882,0.525,0.7777777777777777,0.8891757200634336,1.0,0.0,1.0,1.0,19392,0.1428571428571428,0.3333333333333333,1.0,1.0,0.1337751672789711,0.6191294018155702,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7,0.0,0.47270148622689545,0.7619047619047619,0.0,0.11764705882352941,0.5,0.1111111111111111,0.37235017212098365,1.0,0.0,0.0,0.04152885559657912,3221,0.0,0.5,0.5648584910759062,0.0,0.1337751672789711,0.43834508640934366,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
8,0.31629956957106353,0.47270148622689545,0.4761904761904761,0.0,0.47058823529411764,0.42500000000000004,0.7777777777777777,0.7119762877781746,0.5830325850703968,0.0,0.25,0.04172154005711862,5329,0.0714285714285714,0.5,0.0,0.5732671258074902,0.6689086715226384,0.6191294018155702,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9,0.49747669299571085,0.4433053257501043,0.5476190476190477,0.07692307692307693,0.058823529411764705,0.17500000000000002,0.2222222222222222,0.47584641528296334,1.0,0.0,0.0,0.04152885559657912,2238,0.7142857142857143,0.3333333333333333,0.45837534663825963,0.803760357147075,0.0,0.6191294018155702,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,0.31629956957106353,0.4433053257501043,0.21428571428571425,0.0,0.1764705882352941,0.2,0.0,0.37235017212098365,0.30582131043084004,0.0,0.0,0.04172154005711862,4774,0.5714285714285713,0.3333333333333333,0.5648584910759062,1.0,0.0,0.6191294018155702,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,0.0,0.0,0.09523809523809518,0.07692307692307693,0.11764705882352941,0.1,0.5555555555555556,0.2866791434967402,0.30582131043084004,0.0,0.0,0.04152885559657912,3894,0.3571428571428571,0.5,0.45837534663825963,1.0,0.1337751672789711,0.43834508640934366,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
12,0.49747669299571085,0.4433053257501043,0.6666666666666665,0.0,0.1764705882352941,0.47500000000000003,0.6666666666666666,0.5180141855901739,1.0,0.0,0.25,0.3365711170690228,5562,0.2142857142857143,0.5,0.45837534663825963,0.803760357147075,0.26944421860126866,0.6191294018155702,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
